,Unnamed: 0,ID,splcolor_text,splshape_text,product_code,medicine_name,dosage_form,splimage,splimprint,original_name,num_colors,num_imprints,image_path,shape_label,color_label
3905,6177,14554,WHITE,ROUND,0054-4571,METHADONE HYDROCHLORIDE,C42998,000544571,54;142,000544571.jpg,1,2.0,data/pillbox_production_images_full_202008/000544571.jpg,10,10
3906,8003,51563,WHITE,ROUND,0360-0275,NATRUM MURIATICUM,C42998,NO_PRODUCT_IMAGE,,no_product_image.jpg,1,,data/pillbox_production_images_full_202008/no_product_image.jpg,10,10
3907,6829,25902,WHITE,ROUND,42291-143,ATORVASTATIN CALCIUM,C42931,422910143,1,422910143.jpg,1,1.0,data/pillbox_production_images_full_202008/422910143.jpg,10,10
3908,7398,34949,WHITE,ROUND,68382-022,ATENOLOL,C42998,68382-0022-01_59202C81,Z;65,68382-0022-01_59202C81.jpg,1,2.0,data/pillbox_production_images_full_202008/68382-0022-01_59202C81.jpg,10,10
3909,6667,31738,WHITE,ROUND,10544-030,IBUPROFEN,C42998,IBUPROFEN_MAJOR__400MG,IP;464,Ibuprofen_Major__400mg.jpg,1,2.0,data/pillbox_production_images_full_202008/Ibuprofen_Major__400mg.jpg,10,10
3910,5102,36399,YELLOW,RECTANGLE,44523-415,POTASSIUM CITRATE,C42998,44523-0415-01_NLMIMAGE10_4A3EA535,M15,44523-0415-01_NLMIMAGE10_4A3EA535.jpg,1,1.0,data/pillbox_production_images_full_202008/44523-0415-01_NLMIMAGE10_4A3EA535.jpg,9,11
3911,2797,35639,GRAY,OVAL,60429-315,ETODOLAC,C42930,604290315,T600,604290315.jpg,1,1.0,data/pillbox_production_images_full_202008/604290315.jpg,7,3
3912,1337,21243,YELLOW,ROUND,50111-563,CYCLOBENZAPRINE HYDROCHLORIDE,C42931,50111-0563-01_6B243581,PLIVA;563,50111-0563-01_6B243581.jpg,1,2.0,data/pillbox_production_images_full_202008/50111-0563-01_6B243581.jpg,10,11
3913,7241,268,WHITE,ROUND,24236-126,TRAZODONE HYDROCHLORIDE,C42998,50111043401,PLIVA;434,50111043401.jpg,1,2.0,data/pillbox_production_images_full_202008/50111043401.jpg,10,10
3914,8938,51490,WHITE,ROUND,0360-0245,LACHESIS MUTUS,C42998,NO_PRODUCT_IMAGE,,no_product_image.jpg,1,,data/pillbox_production_images_full_202008/no_product_image.jpg,10,10
3916,9330,64497,WHITE,ROUND,70518-1246,ARIPIPRAZOLE,C42998,00093758256,TV;7582,00093758256.jpg,1,2.0,data/pillbox_production_images_full_202008/00093758256.jpg,10,10
3917,116,36675,PINK,ROUND,66993-060,ATOVAQUONE AND PROGUANIL HCL,C42931,669930060,GX;CM3,669930060.jpg,1,2.0,data/pillbox_production_images_full_202008/669930060.jpg,10,6
3918,5273,4768,PURPLE,OVAL,61786-553,WARFARIN SODIUM,C42998,00093171301,TV;2;1713,00093171301.jpg,1,3.0,data/pillbox_production_images_full_202008/00093171301.jpg,7,7
3919,5127,31013,GRAY,OVAL,60429-078,PARICALCITOL,C42954,604290078,PA1,604290078.jpg,1,1.0,data/pillbox_production_images_full_202008/604290078.jpg,7,3
3920,5938,40551,BROWN,OVAL,0310-6135,KOMBIGLYZE,C42930,003106135,5;500;4221,003106135.jpg,1,3.0,data/pillbox_production_images_full_202008/003106135.jpg,7,2
3921,174,3194,WHITE,ROUND,0574-0791,METHAZOLAMIDE,C42998,005740791,EFF;20,005740791.jpg,1,2.0,data/pillbox_production_images_full_202008/005740791.jpg,10,10
3922,1711,42406,WHITE,CAPSULE,0591-0370,LOXAPINE,C25158,00591-0370-01_F80E7C63,Watson;370;10;mg,00591-0370-01_F80E7C63.jpg,2,4.0,data/pillbox_production_images_full_202008/00591-0370-01_F80E7C63.jpg,1,10
3923,2336,4446,YELLOW,CAPSULE,50474-100,THEO-24,C42916,504740100,Theo;24;100;mg;ucb;2832,504740100.jpg,2,6.0,data/pillbox_production_images_full_202008/504740100.jpg,1,11
3924,1800,12911,WHITE,CAPSULE,0173-0823,RYTHMOL,C42916,001730823,GS;EUG;225,001730823.jpg,1,3.0,data/pillbox_production_images_full_202008/001730823.jpg,1,10
3925,7449,41144,PINK,FREEFORM,51285-060,ZEBETA,C42931,51285-0060-01_NLMIMAGE10_6838B465,b;b;6;0,51285-0060-01_NLMIMAGE10_6838B465.jpg,1,4.0,data/pillbox_production_images_full_202008/51285-0060-01_NLMIMAGE10_6838B465.jpg,4,6
3926,8661,59571,WHITE,ROUND,60687-294,VORICONAZOLE,C42931,8CB31F8F-0057-BE8E-E053-2995A90A60D7,73;G,8cb31f8f-0057-be8e-e053-2995a90a60d7.jpg,1,2.0,data/pillbox_production_images_full_202008/8cb31f8f-0057-be8e-e053-2995a90a60d7.jpg,10,10
3927,2727,32299,PINK,ROUND,68462-223,LITHIUM CARBONATE,C42930,68462-0223-01_NLMIMAGE10_7F40BFC5,223;Plain,68462-0223-01_NLMIMAGE10_7F40BFC5.jpg,1,2.0,data/pillbox_production_images_full_202008/68462-0223-01_NLMIMAGE10_7F40BFC5.jpg,10,6
3928,1856,43394,WHITE,OVAL,0185-0145,NABUMETONE,C42998,001850145,E145,001850145.jpg,1,1.0,data/pillbox_production_images_full_202008/001850145.jpg,7,10
3929,4406,13511,BLUE,CAPSULE,16729-094,MYCOPHENOLATE MOFETIL,C25158,16729-0094-01_NLMIMAGE10_C13BE0AF,GC1,16729-0094-01_NLMIMAGE10_C13BE0AF.jpg,2,1.0,data/pillbox_production_images_full_202008/16729-0094-01_NLMIMAGE10_C13BE0AF.jpg,1,1
3930,7207,28889,WHITE,ROUND,51079-573,TRIFLUOPERAZINE HYDROCHLORIDE,C42931,510790573,M;T4,510790573.jpg,1,2.0,data/pillbox_production_images_full_202008/510790573.jpg,10,10
3931,1625,15670,BLUE,CAPSULE,0049-5740,NAVANE,C25158,000495740,Navane;Roerig;574,000495740.jpg,2,3.0,data/pillbox_production_images_full_202008/000495740.jpg,1,1
3933,5283,34911,GRAY,CAPSULE,64455-798,CARDIZEM CD,C25158,644550798,cardizem;CD;300;mg,644550798.jpg,1,4.0,data/pillbox_production_images_full_202008/644550798.jpg,1,3
3934,5378,13321,YELLOW,CAPSULE,0904-5905,BENZONATATE,C25158,009045905,ASC;106,009045905.jpg,1,2.0,data/pillbox_production_images_full_202008/009045905.jpg,1,11
3935,4561,39028,BLUE,CAPSULE,0187-0795,CARDIZEM CD,C42917,001870795,cardizem;CD;120;mg,001870795.jpg,1,4.0,data/pillbox_production_images_full_202008/001870795.jpg,1,1
3936,517,19552,WHITE,OVAL,0093-5385,LAMIVUDINE AND ZIDOVUDINE,C42931,00093-5385-06_FB27FDFF,TV;TV;L2;L2,00093-5385-06_FB27FDFF.jpg,1,4.0,data/pillbox_production_images_full_202008/00093-5385-06_FB27FDFF.jpg,7,10
3937,138,44249,YELLOW,ROUND,64980-141,ALPRAZOLAM EXTENDED-RELEASE,C42927,64980-0141-06_B612DB06,cor;188,64980-0141-06_B612DB06.jpg,1,2.0,data/pillbox_production_images_full_202008/64980-0141-06_B612DB06.jpg,10,11
3938,6631,48602,WHITE,ROUND,0904-5068,MI-ACID GAS RELIEF,C42893,009045068,GDC103,009045068.jpg,1,1.0,data/pillbox_production_images_full_202008/009045068.jpg,10,10
3939,223,29289,BLACK,CAPSULE,0172-2407,TETRACYCLINE HYDROCHLORIDE,C25158,00172-2407-80_A60ED366,Z;2407,00172-2407-80_A60ED366.jpg,2,2.0,data/pillbox_production_images_full_202008/00172-2407-80_A60ED366.jpg,1,0
3940,3964,28136,WHITE,OVAL,69168-309,ALLERGY RELIEF,C42998,309,LOR10,309.jpg,1,1.0,data/pillbox_production_images_full_202008/309.jpg,7,10
3943,8931,8374,WHITE,CAPSULE,10544-582,FLUOXETINE,C25158,50111064701,PLIVA;647;PLIVA;647,50111064701.jpg,1,4.0,data/pillbox_production_images_full_202008/50111064701.jpg,1,10
3944,9374,31953,YELLOW,ROUND,50090-0108,PROCHLORPERAZINE MALEATE,C42931,00093964301,93;9643,00093964301.jpg,1,2.0,data/pillbox_production_images_full_202008/00093964301.jpg,10,11
3945,728,31658,WHITE,OVAL,0093-1024,NEFAZODONE HYDROCHLORIDE,C42998,00093102406,1024;93,00093102406.jpg,1,2.0,data/pillbox_production_images_full_202008/00093102406.jpg,7,10
3946,8136,72142,WHITE,ROUND,53002-1105,TRAZODONE HYDROCHLORIDE,C42998,50111043401,PLIVA;434,50111043401.jpg,1,2.0,data/pillbox_production_images_full_202008/50111043401.jpg,10,10
3947,8733,27691,YELLOW,OVAL,68462-198,PRAVASTATIN SODIUM,C42998,684620198,G5;80,684620198.jpg,1,2.0,data/pillbox_production_images_full_202008/684620198.jpg,7,11
3948,2414,49127,WHITE,ROUND,50090-0564,BACLOFEN,C42998,00172409660,4096;TV,00172409660.jpg,1,2.0,data/pillbox_production_images_full_202008/00172409660.jpg,10,10
3949,930,20263,WHITE,CAPSULE,76439-125,GLIMEPIRIDE,C42998,76439-0125-10_NLMIMAGE10_39409CE4,I;4,76439-0125-10_NLMIMAGE10_39409CE4.jpg,1,2.0,data/pillbox_production_images_full_202008/76439-0125-10_NLMIMAGE10_39409CE4.jpg,1,10
3950,9664,11520,YELLOW,OVAL,67767-135,BUPROPION HYDROCHLORIDE,C42930,677670135,A;135,677670135.jpg,1,2.0,data/pillbox_production_images_full_202008/677670135.jpg,7,11
3951,2473,51558,WHITE,ROUND,0360-0263,MAGNESIA PHOSPHORICA,C42998,NO_PRODUCT_IMAGE,,no_product_image.jpg,1,,data/pillbox_production_images_full_202008/no_product_image.jpg,10,10
3952,2548,45656,WHITE,ROUND,0378-6510,LOVASTATIN,C42998,003786510,M;L19,003786510.jpg,1,2.0,data/pillbox_production_images_full_202008/003786510.jpg,10,10
3953,5724,42622,RED,ROUND,65862-571,VALSARTAN,C42931,65862-0571-90_NLMIMAGE10_64433209,I;8,65862-0571-90_NLMIMAGE10_64433209.jpg,1,2.0,data/pillbox_production_images_full_202008/65862-0571-90_NLMIMAGE10_64433209.jpg,10,8
3954,7831,21381,YELLOW,ROUND,68180-557,QUINAPRIL,C42998,68180-0557-09_C20E6163,LU;F02,68180-0557-09_C20E6163.jpg,1,2.0,data/pillbox_production_images_full_202008/68180-0557-09_C20E6163.jpg,10,11
3956,7284,4473,PINK,CAPSULE,0091-0920,DILATRATE-SR,C42916,00091-0920-01_E215714B,Schwarz;0920,00091-0920-01_E215714B.jpg,1,2.0,data/pillbox_production_images_full_202008/00091-0920-01_E215714B.jpg,1,6
3957,9724,24664,YELLOW,OVAL,65162-668,PRENATAL PLUS,C42931,65162-0668-50_120E0910,G12,65162-0668-50_120E0910.jpg,1,1.0,data/pillbox_production_images_full_202008/65162-0668-50_120E0910.jpg,7,11
3958,9,28035,BROWN,OVAL,0093-1016,NABUMETONE,C42931,00093101601,93;16,00093101601.jpg,1,2.0,data/pillbox_production_images_full_202008/00093101601.jpg,7,2
3959,8143,55871,WHITE,CAPSULE,68071-4033,FLUOXETINE,C25158,50111064801,PLIVA;648,50111064801.jpg,1,2.0,data/pillbox_production_images_full_202008/50111064801.jpg,1,10
3961,2543,7693,WHITE,OVAL,63824-056,MUCINEX DM,C42927,638240056,Mucinex;600,638240056.jpg,1,2.0,data/pillbox_production_images_full_202008/638240056.jpg,7,10
3962,1326,15793,RED,ROUND,0143-1477,PREDNISONE,C42998,001431477,West;ward;477,001431477.jpg,1,3.0,data/pillbox_production_images_full_202008/001431477.jpg,10,8
3963,7757,36382,PURPLE,ROUND,10370-160,BUPROPION HYDROCHLORIDE,C42930,103700160,A160,103700160.jpg,1,1.0,data/pillbox_production_images_full_202008/103700160.jpg,10,7
3964,8023,23285,ORANGE,ROUND,0378-0614,THIORIDAZINE HYDROCHLORIDE,C42931,003780614,M;58;25,003780614.jpg,1,3.0,data/pillbox_production_images_full_202008/003780614.jpg,10,5
3965,230,78040,WHITE,CAPSULE,50771-202,DULOXETINE HYDROCHLORIDE,C42904,NO_PRODUCT_IMAGE,Y202;30mg,no_product_image.jpg,2,2.0,data/pillbox_production_images_full_202008/no_product_image.jpg,1,10
3966,6065,23326,PINK,CAPSULE,68084-549,TEMAZEPAM,C25158,MKR99600,FOR;SLEEP;M;7;5;mg,MKR99600.jpg,2,6.0,data/pillbox_production_images_full_202008/MKR99600.jpg,1,6
3967,5638,52297,PINK,ROUND,49035-058,MIXED BERRY ANTACID AND ANTI-GAS CHEWS,C42893,41E97A58-63A9-46A2-E054-00144FF8D46C,DR,41e97a58-63a9-46a2-e054-00144ff8d46c.jpg,1,1.0,data/pillbox_production_images_full_202008/41e97a58-63a9-46a2-e054-00144ff8d46c.jpg,10,6
3968,7335,44629,WHITE,ROUND,42291-275,FAMCICLOVIR,C42931,422910275,8117;93,422910275.jpg,1,2.0,data/pillbox_production_images_full_202008/422910275.jpg,10,10
3969,1493,28631,ORANGE,ROUND,0378-0825,CLOZAPINE,C42998,003780825,C;7;M,003780825.jpg,1,3.0,data/pillbox_production_images_full_202008/003780825.jpg,10,5
3970,2881,46780,GRAY,CAPSULE,0074-4317,ZEMPLAR,C42954,000744317,A;ZA,000744317.jpg,1,2.0,data/pillbox_production_images_full_202008/000744317.jpg,1,3
3971,7898,23456,WHITE,OVAL,58468-0021,RENAGEL,C42998,58468-0021-01_CB1C6593,RENAGEL;800,58468-0021-01_CB1C6593.jpg,1,2.0,data/pillbox_production_images_full_202008/58468-0021-01_CB1C6593.jpg,7,10
3972,9625,1986,GREEN,ROUND,0378-0860,CLOZAPINE,C42998,003780860,C11;M,003780860.jpg,1,2.0,data/pillbox_production_images_full_202008/003780860.jpg,10,4
3973,1325,42421,WHITE,ROUND,51991-560,BICALUTAMIDE,C42931,519910560,BCM;50,519910560.jpg,1,2.0,data/pillbox_production_images_full_202008/519910560.jpg,10,10
3974,3253,81752,WHITE,RECTANGLE,53329-033,MEDLINE,C42998,A75D586D-2F2F-F796-E053-2995A90AC776,G;4,a75d586d-2f2f-f796-e053-2995a90ac776.jpg,1,2.0,data/pillbox_production_images_full_202008/a75d586d-2f2f-f796-e053-2995a90ac776.jpg,9,10
3976,8974,36324,WHITE,OVAL,55289-521,METRONIDAZOLE,C42998,50111033401,PLIVA;334,50111033401.jpg,1,2.0,data/pillbox_production_images_full_202008/50111033401.jpg,7,10
3977,5603,4427,GREEN,OVAL,0093-1714,WARFARIN SODIUM,C42998,00093171401,TV;2;1;2;1714,00093171401.jpg,1,5.0,data/pillbox_production_images_full_202008/00093171401.jpg,7,4
3978,6083,10360,WHITE,ROUND,63304-626,FUROSEMIDE,C42998,63304-0626-05_A507D28E,RE;24,63304-0626-05_A507D28E.jpg,1,2.0,data/pillbox_production_images_full_202008/63304-0626-05_A507D28E.jpg,10,10
3979,1618,39165,WHITE,OVAL,60505-2581,AZITHROMYCIN DIHYDRATE,C42931,60505-2581-00_NLMIMAGE10_003A8024,APO;AZ250,60505-2581-00_NLMIMAGE10_003A8024.jpg,1,2.0,data/pillbox_production_images_full_202008/60505-2581-00_NLMIMAGE10_003A8024.jpg,7,10
3980,4050,18704,WHITE,ROUND,63304-097,SUMATRIPTAN,C42998,633040097,RI61,633040097.jpg,1,1.0,data/pillbox_production_images_full_202008/633040097.jpg,10,10
3981,6231,21178,PINK,ROUND,57664-107,PROMETHAZINE HYDROCHLORIDE,C42998,576640107,107,576640107.jpg,1,1.0,data/pillbox_production_images_full_202008/576640107.jpg,10,6
3983,7553,42922,YELLOW,ROUND,0093-3011,CLOZAPINE,C42999,00093-3011-01_202D1008,A05,00093-3011-01_202D1008.jpg,1,1.0,data/pillbox_production_images_full_202008/00093-3011-01_202D1008.jpg,10,11
3984,6314,41329,WHITE,CAPSULE,67544-287,TEMAZEPAM,C25158,675440287,R;077,675440287.jpg,1,2.0,data/pillbox_production_images_full_202008/675440287.jpg,1,10
3985,1018,26988,WHITE,ROUND,0093-5161,HYDROCODONE BITARTRATE AND IBUPROFEN,C42931,00093-5161-01_NLMIMAGE10_6342B1C5,5161,00093-5161-01_NLMIMAGE10_6342B1C5.jpg,1,1.0,data/pillbox_production_images_full_202008/00093-5161-01_NLMIMAGE10_6342B1C5.jpg,10,10
3986,5177,28135,WHITE,ROUND,0591-0582,PROPAFENONE HCL,C42931,005910582,Watson;582,005910582.jpg,1,2.0,data/pillbox_production_images_full_202008/005910582.jpg,10,10
3987,5421,13346,GRAY,ROUND,68084-830,PERPHENAZINE,C42931,69BD5D7D-037B-30AB-E053-2A91AA0A0E06,4940;V,69bd5d7d-037b-30ab-e053-2a91aa0a0e06.jpg,1,2.0,data/pillbox_production_images_full_202008/69bd5d7d-037b-30ab-e053-2a91aa0a0e06.jpg,10,3
3988,7243,4445,ORANGE,OVAL,0603-3891,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,C42998,006033891,3605;V,006033891.jpg,1,2.0,data/pillbox_production_images_full_202008/006033891.jpg,7,5
3989,7095,46946,WHITE,ROUND,68084-040,MISOPROSTOL,C42998,8B47E897-C6F8-C7EC-E053-2995A90A9E90,160;n,8b47e897-c6f8-c7ec-e053-2995a90a9e90.jpg,1,2.0,data/pillbox_production_images_full_202008/8b47e897-c6f8-c7ec-e053-2995a90a9e90.jpg,10,10
3990,830,9785,ORANGE,ROUND,0603-0168,ASPIRIN,C42998,006030168,A,006030168.jpg,1,1.0,data/pillbox_production_images_full_202008/006030168.jpg,10,5
3991,5920,30234,PINK,ROUND,63304-580,METOPROLOL TARTRATE,C42931,633040580,RE;75,633040580.jpg,1,2.0,data/pillbox_production_images_full_202008/633040580.jpg,10,6
3992,4042,24955,GREEN,ROUND,0054-4184,DEXAMETHASONE,C42998,00054-4184-25_A605531A,54;892,00054-4184-25_A605531A.jpg,1,2.0,data/pillbox_production_images_full_202008/00054-4184-25_A605531A.jpg,10,4
3993,2008,38323,WHITE,OVAL,62559-158,FLUVOXAMINE MALEATE,C42897,625590158,1222,625590158.jpg,1,1.0,data/pillbox_production_images_full_202008/625590158.jpg,7,10
3994,2824,42212,WHITE,ROUND,0115-0692,ZOLMITRIPTAN ORALLY DISINTEGRATING,C42999,001150692,Z;5,001150692.jpg,1,2.0,data/pillbox_production_images_full_202008/001150692.jpg,10,10
3995,9640,41521,PINK,CAPSULE,51672-4016,ETODOLAC,C25158,51672-4016-01_09268484,ETO;200;MG,51672-4016-01_09268484.jpg,1,3.0,data/pillbox_production_images_full_202008/51672-4016-01_09268484.jpg,1,6
3997,7061,66040,WHITE,OVAL,33261-139,AZITHROMYCIN,C42931,50111078766,PLIVA;787,50111078766.jpg,1,2.0,data/pillbox_production_images_full_202008/50111078766.jpg,7,10
3998,8203,76104,GREEN,OVAL,55154-4696,WARFARIN SODIUM,C42998,51672-4029-01_B9265CF2,2;1;2;WARFARIN;TARO,51672-4029-01_B9265CF2.jpg,1,5.0,data/pillbox_production_images_full_202008/51672-4029-01_B9265CF2.jpg,7,4
3999,7462,15755,WHITE,OVAL,0904-5854,IBUPROFEN,C42931,009045854,6I,009045854.jpg,1,1.0,data/pillbox_production_images_full_202008/009045854.jpg,7,10
4000,8049,6417,GRAY,CAPSULE,60429-023,AMPICILLIN TRIHYDRATE,C25158,604290023,WC402,604290023.jpg,1,1.0,data/pillbox_production_images_full_202008/604290023.jpg,1,3
4001,257,37553,WHITE,ROUND,60429-769,TOPIRAMATE,C42998,604290769,IG;278,604290769.jpg,1,2.0,data/pillbox_production_images_full_202008/604290769.jpg,10,10
4002,3286,21403,WHITE,ROUND,29300-241,AMLODIPINE BESYLATE,C42998,29300-0241-10_NLMIMAGE10_AF3DD7BE,U;241,29300-0241-10_NLMIMAGE10_AF3DD7BE.jpg,1,2.0,data/pillbox_production_images_full_202008/29300-0241-10_NLMIMAGE10_AF3DD7BE.jpg,10,10
4003,5776,48746,WHITE,OVAL,59762-5024,GABAPENTIN,C42931,59762-5024-01_4D26A6A5,G;22,59762-5024-01_4D26A6A5.jpg,1,2.0,data/pillbox_production_images_full_202008/59762-5024-01_4D26A6A5.jpg,7,10
4004,6697,7198,WHITE,ROUND,51079-811,GLIPIZIDE,C42998,510790811,MYLAN;G2,510790811.jpg,1,2.0,data/pillbox_production_images_full_202008/510790811.jpg,10,10
4005,5709,40567,BLUE,CAPSULE,60505-0118,TERAZOSIN,C25158,605050118,APO;118,605050118.jpg,1,2.0,data/pillbox_production_images_full_202008/605050118.jpg,1,1
4006,9009,47522,ORANGE,CAPSULE,0228-2667,GABAPENTIN,C25158,002282667,R667,002282667.jpg,2,1.0,data/pillbox_production_images_full_202008/002282667.jpg,1,5
4007,6191,28791,WHITE,ROUND,0186-1090,TOPROL,C42927,00186-1090-05_0D1D86EC,A;mo,00186-1090-05_0D1D86EC.jpg,1,2.0,data/pillbox_production_images_full_202008/00186-1090-05_0D1D86EC.jpg,10,10
4008,3738,14266,WHITE,ROUND,0310-0115,TENORETIC,C42998,003100115,TENORETIC;115,003100115.jpg,1,2.0,data/pillbox_production_images_full_202008/003100115.jpg,10,10
4009,9543,43960,GRAY,CAPSULE,51079-585,NITROFURANTOIN (MACROCRYSTALS),C25158,510790585,MYLAN;1700,510790585.jpg,1,2.0,data/pillbox_production_images_full_202008/510790585.jpg,1,3
4010,7184,48397,ORANGE,CAPSULE,63044-203,IFEREX 150,C25158,630440203,ZIKS;0203,630440203.jpg,2,2.0,data/pillbox_production_images_full_202008/630440203.jpg,1,5
4011,9536,42026,WHITE,ROUND,0310-0213,ZOMIG ZMT,C42999,003100213,Z;5,003100213.jpg,1,2.0,data/pillbox_production_images_full_202008/003100213.jpg,10,10
4012,1528,20747,WHITE,CAPSULE,43547-277,IRBESARTAN,C42998,43547-0277-03_NLMIMAGE10_193E0CF0,HH;329,43547-0277-03_NLMIMAGE10_193E0CF0.jpg,1,2.0,data/pillbox_production_images_full_202008/43547-0277-03_NLMIMAGE10_193E0CF0.jpg,1,10
4013,3440,40096,WHITE,ROUND,54092-252,FOSRENOL,C42893,540920252,S405;500,540920252.jpg,1,2.0,data/pillbox_production_images_full_202008/540920252.jpg,10,10
4014,9667,30532,WHITE,ROUND,49702-214,RETROVIR,C42931,49702-0214-18_74193A49,GX;CW3;300,49702-0214-18_74193A49.jpg,1,3.0,data/pillbox_production_images_full_202008/49702-0214-18_74193A49.jpg,10,10
4015,2273,22374,YELLOW,OVAL,13668-039,RISPERIDONE,C42998,13668-0039-60_030E81D4,R3;1039,13668-0039-60_030E81D4.jpg,1,2.0,data/pillbox_production_images_full_202008/13668-0039-60_030E81D4.jpg,7,11
4016,8376,37244,ORANGE,CAPSULE,0591-5560,DISOPYRAMIDE PHOSPHATE,C25158,005915560,DAN;5560,005915560.jpg,1,2.0,data/pillbox_production_images_full_202008/005915560.jpg,1,5
4017,1707,37844,WHITE,ROUND,0904-1057,BENZTROPINE MESYLATE,C42998,009041057,cor;145,009041057.jpg,1,2.0,data/pillbox_production_images_full_202008/009041057.jpg,10,10
4018,1453,4934,WHITE,ROUND,0228-2900,GLIPIZIDE,C42927,00228-2900-11_5507AA9D,WPI;845,00228-2900-11_5507AA9D.jpg,1,2.0,data/pillbox_production_images_full_202008/00228-2900-11_5507AA9D.jpg,10,10
4019,9331,22785,WHITE,ROUND,63629-4699,ESCITALOPRAM,C42931,00093585201,5852;20,00093585201.jpg,1,2.0,data/pillbox_production_images_full_202008/00093585201.jpg,10,10
4020,628,13610,ORANGE,ROUND,50111-467,PROPRANOLOL HYDROCHLORIDE,C42998,50111046701,PLIVA;467,50111046701.jpg,1,2.0,data/pillbox_production_images_full_202008/50111046701.jpg,10,5
4021,1767,42194,WHITE,ROUND,16571-411,CIPROFLOXACIN,C42998,165710411,P;250,165710411.jpg,1,2.0,data/pillbox_production_images_full_202008/165710411.jpg,10,10
4022,520,26533,BLUE,ROUND,52152-343,DESIPRAMINE HYDROCHLORIDE,C42931,521520343,E;721,521520343.jpg,1,2.0,data/pillbox_production_images_full_202008/521520343.jpg,10,1
4023,6192,45096,YELLOW,OVAL,0781-5388,ATORVASTATIN CALCIUM,C42931,007815388,HLA;80,007815388.jpg,1,2.0,data/pillbox_production_images_full_202008/007815388.jpg,7,11
4024,3087,16390,WHITE,CAPSULE,67877-222,GABAPENTIN,C25158,67877-0222-05_NLMIMAGE10_2A3B1538,216,67877-0222-05_NLMIMAGE10_2A3B1538.jpg,1,1.0,data/pillbox_production_images_full_202008/67877-0222-05_NLMIMAGE10_2A3B1538.jpg,1,10
4025,7186,25122,WHITE,CAPSULE,0591-2789,TIZANIDINE HYDROCHLORIDE,C42936,00591-2789-86_NLMIMAGE10_903CC836,4;MG,00591-2789-86_NLMIMAGE10_903CC836.jpg,2,2.0,data/pillbox_production_images_full_202008/00591-2789-86_NLMIMAGE10_903CC836.jpg,1,10
4026,4625,39420,BLUE,OVAL,68084-527,OLANZAPINE,C42931,10_MG_OLANZAPINE_TABLET_-_BLUE,R;10;0166,10_mg_Olanzapine_Tablet_-_Blue.jpg,1,3.0,data/pillbox_production_images_full_202008/10_mg_Olanzapine_Tablet_-_Blue.jpg,7,1
4027,8683,42207,YELLOW,ROUND,68084-899,QUINAPRIL,C42998,83FE21AE-7245-1DB3-E053-2991AA0ADAA1,LU;F03,83fe21ae-7245-1db3-e053-2991aa0adaa1.jpg,1,2.0,data/pillbox_production_images_full_202008/83fe21ae-7245-1db3-e053-2991aa0adaa1.jpg,10,11
4028,208,25155,YELLOW,OVAL,0078-0603,TEKAMLO,C42931,000780603,T2;NVR,000780603.jpg,1,2.0,data/pillbox_production_images_full_202008/000780603.jpg,7,11
4029,2362,35139,WHITE,OVAL,0093-7267,METFORMIN HYDROCHLORIDE,C42927,00093-7267-01_DF2FEFEF,93;7267,00093-7267-01_DF2FEFEF.jpg,1,2.0,data/pillbox_production_images_full_202008/00093-7267-01_DF2FEFEF.jpg,7,10
4030,6709,12338,GREEN,ROUND,0781-1695,ISOSORBIDE DINITRATE,C42998,007811695,GG227,007811695.jpg,1,1.0,data/pillbox_production_images_full_202008/007811695.jpg,10,4
4031,3438,18571,WHITE,ROUND,0555-0252,DIPYRIDAMOLE,C42931,00555-0252-02_162B8B5C,b;252,00555-0252-02_162B8B5C.jpg,1,2.0,data/pillbox_production_images_full_202008/00555-0252-02_162B8B5C.jpg,10,10
4032,2165,5630,WHITE,ROUND,0904-5522,DOXAZOSIN,C42998,009045522,APO;093,009045522.jpg,1,2.0,data/pillbox_production_images_full_202008/009045522.jpg,10,10
4033,710,13698,BROWN,ROUND,60505-0131,CARBIDOPA AND LEVODOPA,C42927,605050131,APO;131,605050131.jpg,1,2.0,data/pillbox_production_images_full_202008/605050131.jpg,10,2
4034,1855,46243,WHITE,OVAL,0378-5617,LEVETIRACETAM,C42931,003785617,M;617,003785617.jpg,1,2.0,data/pillbox_production_images_full_202008/003785617.jpg,7,10
4035,8435,7453,WHITE,OVAL,50474-920,XYZAL,C42931,50474-0920-90_NLMIMAGE10_0A47850C,Y,50474-0920-90_NLMIMAGE10_0A47850C.jpg,1,1.0,data/pillbox_production_images_full_202008/50474-0920-90_NLMIMAGE10_0A47850C.jpg,7,10
4036,1537,5594,BLUE,CAPSULE,0456-2616,TIAZAC,C42916,004562616,Tiazac;360,004562616.jpg,1,2.0,data/pillbox_production_images_full_202008/004562616.jpg,1,1
4037,3278,28762,WHITE,ROUND,0093-5141,ALENDRONATE SODIUM,C42998,00093514156,93;5141,00093514156.jpg,1,2.0,data/pillbox_production_images_full_202008/00093514156.jpg,10,10
4038,6694,48835,WHITE,CAPSULE,0143-9928,CIPROFLOXACIN,C42931,001439928,WW928,001439928.jpg,1,1.0,data/pillbox_production_images_full_202008/001439928.jpg,1,10
4039,5948,32370,WHITE,ROUND,0228-2063,LORAZEPAM,C42998,002282063,063,002282063.jpg,1,1.0,data/pillbox_production_images_full_202008/002282063.jpg,10,10
